GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
8600000US14621,14621,ZCTA5 14621,12834,373,34971,1656,63.5,2.5,39226,2175,8.1,1.3,6334,1885,33.7,2.2,13580,735,17.5,2.1,8579,510,12.8,1.7,3241,502,14.7,1.7,14239,2851,7481,348,39953,2465,24.5,3.2,17712,1767,38.0,3.5,28408,2496,14.0,2.4,60752,6799,14.6,2.5,52748,5864,5.4,1.8,112501,16597,3.6,1.2,71642,8947,34576,1185,13943,571,30.9,2.2,17940,1131,47.9,2.3,12750,915,2.3,0.7,9963,2526,2.9,1.0,14874,3359,0.1,0.2,N,N,10.3,1.8,11821,1591,5.7,1.1,7228,1726,31.9,2.1,11283,1014,17.2,1.4,21926,1786,35.7,(X),(X),(X),37.2,(X),(X),(X),29.0,(X),(X),(X)
8600000US14622,14622,ZCTA5 14622,5473,192,63152,3908,72.6,3.3,66439,4565,25.1,2.8,7570,4060,37.1,2.8,19049,1063,4.8,1.7,10989,1955,3.5,1.6,2773,1877,24.5,2.9,17163,2270,3236,217,72799,5317,19.9,3.5,39344,5299,34.2,4.9,56528,8788,29.6,5.0,97715,10906,7.4,2.5,78046,12472,7.2,2.0,122779,15713,1.7,1.1,123718,50484,12042,582,29274,1792,91.5,2.8,30037,1585,6.4,2.6,14250,5076,0.0,0.2,-,**,1.1,1.3,23981,12789,0.0,0.2,-,**,0.2,0.3,40364,17831,0.8,0.4,66622,61097,4.7,2.2,20240,5727,87.4,3.8,30581,1716,31.9,(X),(X),(X),34.8,(X),(X),(X),27.1,(X),(X),(X)
8600000US14623,14623,ZCTA5 14623,8832,316,57963,4872,79.5,3.5,58434,5751,17.8,2.6,6977,2686,26.1,2.5,19522,1276,5.0,1.8,13315,3177,3.4,2.1,5880,1771,16.7,2.6,19114,3542,4718,354,70946,8887,15.7,3.9,38182,9827,31.9,5.5,55521,5239,36.9,5.6,95713,20935,8.5,2.9,56964,9592,5.8,2.3,103672,16112,1.3,0.9,86762,19082,26003,1035,21667,1813,73.5,2.8,22609,2242,10.6,1.9,19305,3760,0.3,0.3,15996,15474,12.0,1.8,22047,4896,0.0,0.1,-,**,0.9,0.6,5417,4616,2.8,1.3,10036,4959,3.8,1.2,12283,4571,71.2,3.0,22908,2266,28.3,(X),(X),(X),25.6,(X),(X),(X),29.5,(X),(X),(X)
8600000US14624,14624,ZCTA5 14624,14094,377,71240,2396,80.8,1.6,71562,3044,25.9,2.2,5675,1882,30.5,2.0,19477,621,3.2,0.9,10121,1492,1.0,0.5,4124,1657,23.2,2.0,17363,1978,9685,366,81073,3447,13.4,2.0,44362,4848,26.9,2.7,56353,3823,37.5,2.6,101887,6278,9.0,2.2,68967,7909,11.9,1.6,119096,8436,1.3,0.7,106369,32690,35918,930,28622,1138,84.2,2.1,30048,1162,11.3,1.8,22744,3420,0.2,0.1,41378,29685,1.7,0.6,17853,4352,0.0,0.1,-,**,1.0,0.5,14403,4350,1.6,0.6,14211,5028,3.5,0.8,17531,4115,82.0,1.9,30374,1161,24.3,(X),(X),(X),24.3,(X),(X),(X),19.1,(X),(X),(X)
8600000US14625,14625,ZCTA5 14625,4381,164,93582,13033,74.8,3.4,97887,16529,37.9,4.3,10856,4145,37.2,3.4,20342,1122,3.9,1.3,13067,2698,2.4,1.0,3062,1212,22.7,3.1,25931,3768,2688,164,116689,19105,14.8,3.4,59441,15349,28.2,4.6,79093,8549,38.5,5.2,161617,50967,8.4,2.9,84403,17032,8.3,3.1,169294,73616,1.8,1.5,127417,24346,9990,439,41548,4884,94.1,2.3,42372,5243,2.2,1.4,17801,8985,0.0,0.3,-,**,0.8,0.5,32454,13007,0.0,0.3,-,**,0.6,0.6,25584,11614,2.4,1.3,37538,19972,4.0,1.8,37435,13473,92.1,2.6,42327,5325,22.7,(X),(X),(X),22.7,(X),(X),(X),16.3,(X),(X),(X)
8600000US14626,14626,ZCTA5 14626,12487,355,69181,3245,70.4,2.3,75208,4859,26.7,2.4,5305,1706,40.3,2.2,18890,835,4.0,1.1,8969,1133,1.2,0.5,7342,5051,29.2,2.1,19081,1620,8065,325,82278,4643,17.1,2.4,42748,3583,29.4,3.9,66834,8599,32.0,3.5,101562,5655,9.6,2.9,66287,8169,9.9,2.2,140875,23551,1.9,1.0,129220,22871,29735,876,29832,1403,93.1,1.6,29875,1454,3.1,1.1,31535,9948,0.1,0.1,N,N,1.5,0.7,35152,10539,0.0,0.1,-,**,0.8,0.5,27484,13814,1.4,0.6,19446,7953,4.9,1.2,29523,10697,89.4,1.9,29833,1411,28.7,(X),(X),(X),27.7,(X),(X),(X),23.1,(X),(X),(X)
8600000US14627,14627,ZCTA5 14627,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,2703,240,5482,1415,72.7,5.1,5505,1502,5.2,2.2,9324,7678,0.5,0.7,N,N,16.9,4.2,4525,2213,0.0,1.1,-,**,1.2,1.3,3318,3264,3.6,1.9,5150,2121,4.3,2.1,8590,4979,69.4,5.2,5441,1555,-,(X),(X),(X),-,(X),(X),(X),55.7,(X),(X),(X)
8600000US14701,14701,ZCTA5 14701,16960,387,47541,1736,69.0,1.7,49198,1996,18.1,1.4,7006,1706,36.4,1.8,16021,500,9.1,1.2,9588,668,6.6,1.1,3768,764,20.8,1.5,19477,2091,10253,323,57438,2606,20.5,2.3,28529,3467,32.4,3.0,44283,3962,28.0,2.7,80523,4020,10.5,1.7,60060,7514,6.6,1.4,108361,8801,1.9,0.8,62354,7071,40232,485,20537,660,90.2,1.2,21707,715,3.9,0.8,12835,3342,0.6,0.3,11233,6138,0.5,0.3,9606,4343,0.0,0.1,N,N,2.2,0.5,8833,3025,2.6,0.6,5552,2121,7.2,1.1,8566,1787,85.8,1.5,22321,783,26.2,(X),(X),(X),24.5,(X),(X),(X),21.8,(X),(X),(X)
8600000US14706,14706,ZCTA5 14706,2603,185,61470,3748,72.8,4.0,60690,4757,30.9,4.5,6761,2167,38.3,3.9,18321,879,4.3,1.7,8776,1476,1.9,1.2,1416,593,26.9,3.6,21843,3670,1675,141,72936,4873,19.7,4.6,39940,6107,33.1,5.2,52657,7377,35.3,4.5,104963,11948,4.1,1.9,73126,26718,7.0,2.9,100604,12439,0.8,1.2,67064,35884,6294,348,25880,1591,96.4,1.3,25229,1534,0.4,0.4,10319,12674,0.6,0.5,27726,23672,1.5,1.0,80458,66074,0.0,0.5,-,**,0.2,0.3,N,N,0.8,0.7,15056,4267,0.4,0.4,6515,6763,96.2,1.3,25255,1536,22.9,(X),(X),(X),20.5,(X),(X),(X),20.4,(X),(X),(X)
8600000US14707,14707,ZCTA5 14707,85,30,62625,17799,72.9,16.0,60005,19753,9.4,8.7,5113,9269,34.1,17.8,16248,3511,7.1,7.9,18483,6151,0.0,28.9,-,**,32.9,17.0,16554,7287,69,28,72387,20879,13.0,16.9,N,N,60.9,21.2,N,N,14.5,15.1,N,N,0.0,33.6,N,N,11.6,16.8,N,N,0.0,33.6,N,N,261,127,19157,6792,100.0,10.8,19157,6792,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,5.4,9.6,30736,6933,94.6,9.6,18500,7034,61.2,(X),(X),(X),59.4,(X),(X),(X),47.1,(X),(X),(X)
8600000US14708,14708,ZCTA5 14708,82,27,60217,12307,85.4,14.0,59830,15883,4.9,6.9,5750,7194,25.6,20.1,23433,6817,6.1,10.2,8240,1439,8.5,9.8,2286,1104,17.1,17.2,11464,9529,70,26,64051,13062,17.1,16.6,N,N,32.9,19.1,N,N,47.1,23.8,N,N,2.9,6.1,N,N,0.0,33.3,N,N,0.0,33.3,N,N,264,115,19144,3105,100.0,10.7,19144,3105,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,100.0,10.7,19144,3105,19.5,(X),(X),(X),17.1,(X),(X),(X),14.9,(X),(X),(X)
8600000US14709,14709,ZCTA5 14709,635,63,52163,4139,73.5,5.0,49329,5205,14.6,3.5,7631,3795,40.2,6.8,18560,1784,6.9,3.0,8759,2190,4.6,2.3,3814,2594,32.0,6.9,16047,3063,464,56,60379,4978,13.6,4.5,N,N,38.1,7.4,N,N,31.0,6.8,N,N,12.1,5.2,N,N,3.0,2.8,N,N,2.2,2.2,N,N,1617,199,20198,1849,99.3,0.6,20250,1858,0.0,1.8,-,**,0.0,1.8,-,**,0.2,0.4,N,N,0.0,1.8,-,**,0.1,0.3,N,N,0.3,0.4,-,**,0.2,0.4,N,N,99.2,0.6,20276,1862,33.1,(X),(X),(X),32.5,(X),(X),(X),24.7,(X),(X),(X)
8600000US14710,14710,ZCTA5 14710,1370,104,62981,4791,74.5,4.5,61553,5283,25.9,5.1,7326,5519,36.1,4.6,18827,1245,4.1,2.6,13150,2993,1.5,1.1,5695,2773,26.0,4.3,23510,4191,940,85,69307,6205,20.3,4.3,43945,8531,27.4,5.7,57334,9461,33.6,5.5,85492,10418,10.2,5.8,71007,20363,6.9,3.4,110908,15111,1.5,1.4,65836,17434,3359,302,26021,2441,98.4,1.3,26356,2462,0.0,0.9,-,**,0.7,0.7,11927,14799,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.9,0.9,N,N,0.8,0.7,22454,13777,97.6,1.6,26390,2469,29.9,(X),(X),(X),32.3,(X),(X),(X),24.4,(X),(X),(X)
8600000US14711,14711,ZCTA5 14711,806,81,46002,3794,75.3,4.5,46330,4696,13.0,4.3,1981,749,30.3,5.2,16727,1324,4.8,2.1,9087,2282,0.9,1.0,343,199,24.1,5.4,16038,2929,543,70,55211,5288,16.9,5.4,27614,5527,36.3,8.8,46765,8322,29.8,7.1,72899,7174,6.1,3.8,42061,13591,8.5,3.9,85083,14128,2.4,2.2,85746,57959,1976,235,18844,1781,99.2,0.7,18722,1748,0.0,1.5,-,**,0.0,1.5,-,**,0.3,0.4,N,N,0.0,1.5,-,**,0.2,0.3,N,N,0.3,0.4,31067,36989,2.5,2.6,10114,8629,97.0,2.6,19025,1788,27.3,(X),(X),(X),29.5,(X),(X),(X),21.5,(X),(X),(X)
8600000US14712,14712,ZCTA5 14712,1531,146,68082,11295,72.6,6.0,65859,13495,30.6,7.7,4903,3388,41.5,7.9,19164,2466,4.5,3.7,5942,1941,0.7,1.0,2273,1700,31.5,6.5,21523,8030,1045,107,85561,14955,19.6,6.2,N,N,33.5,10.2,N,N,34.8,11.3,N,N,3.8,3.0,N,N,5.8,4.1,N,N,2.4,3.9,N,N,3483,241,29974,5173,99.2,1.2,30143,5283,0.8,1.2,N,N,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,99.2,1.2,30143,5283,34.6,(X),(X),(X),34.8,(X),(X),(X),28.7,(X),(X),(X)
8600000US14714,14714,ZCTA5 14714,186,30,52245,7967,67.2,10.5,59854,10511,21.5,7.8,1310,424,46.2,11.0,16694,2179,3.8,3.3,8171,1255,0.0,14.9,-,**,24.2,9.4,12613,4212,126,25,61281,8759,14.3,7.7,38133,8939,41.3,11.7,52992,15385,24.6,10.8,80281,19713,7.1,5.7,52000,20153,12.7,9.9,82669,12566,0.0,21.0,-,**,464,118,20488,3728,96.1,5.1,21239,3634,0.0,6.3,-,**,3.4,4.5,N,N,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,0.4,1.4,N,N,0.0,6.3,-,**,96.1,5.1,21239,3634,20.4,(X),(X),(X),16.7,(X),(X),(X),13.8,(X),(X),(X)
8600000US14715,14715,ZCTA5 14715,1190,100,50260,5393,71.0,4.3,52580,7415,15.8,3.7,8693,5948,34.1,5.6,16249,1770,12.4,2.7,8462,1220,3.9,1.7,2998,818,27.5,4.7,12433,1909,767,75,59441,7424,16.9,4.5,N,N,36.0,6.5,N,N,32.9,7.3,N,N,7.4,3.6,N,N,6.4,3.6,N,N,0.4,0.5,N,N,2816,234,21224,2236,98.7,0.9,21197,2209,0.4,0.5,5100,3815,0.4,0.6,N,N,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.5,0.5,N,N,0.2,0.2,N,N,98.5,0.9,21243,2206,37.3,(X),(X),(X),38.6,(X),(X),(X),27.2,(X),(X),(X)
8600000US14716,14716,ZCTA5 14716,923,146,45547,4841,71.4,6.6,49787,6220,19.5,5.5,2661,963,31.5,6.1,13980,1188,11.6,4.6,10919,1962,4.4,2.9,2993,1105,17.9,4.8,14670,3957,535,103,56569,6832,17.6,7.3,N,N,29.3,8.7,N,N,35.0,8.8,N,N,7.5,4.6,N,N,8.0,4.9,N,N,2.6,3.7,N,N,3100,317,15869,1965,83.1,6.1,17982,2010,10.2,3.3,4452,2535,0.0,1.0,-,**,1.0,1.3,N,N,0.0,1.0,-,**,2.8,2.6,11591,7014,2.9,1.5,5070,3714,9.5,4.9,6467,4193,77.3,8.4,18983,1916,27.8,(X),(X),(X),26.5,(X),(X),(X),16.4,(X),(X),(X)
8600000US14717,14717,ZCTA5 14717,290,55,44881,7322,70.0,7.7,40625,11686,24.8,9.9,3192,1412,37.9,8.2,17911,1900,4.5,2.6,5562,1616,1.4,2.6,4875,42,26.9,8.1,20235,6280,166,44,54596,10707,19.9,8.2,N,N,46.4,16.4,N,N,19.9,13.6,N,N,4.2,3.8,N,N,1.8,3.0,N,N,7.8,11.8,N,N,602,142,21804,2786,99.0,1.2,21912,2852,0.0,4.9,-,**,0.5,0.9,N,N,0.0,4.9,-,**,0.0,4.9,-,**,0.5,0.9,N,N,0.0,4.9,-,**,3.5,3.2,19452,14714,96.5,3.2,21889,2998,39.3,(X),(X),(X),32.5,(X),(X),(X),32.4,(X),(X),(X)
8600000US14718,14718,ZCTA5 14718,815,109,58667,4558,66.6,8.3,57789,5487,22.3,5.2,5751,3353,41.8,6.9,19323,1770,5.5,3.1,9431,2505,2.5,2.0,2085,600,28.5,6.1,23098,5196,520,77,64743,5367,24.8,7.2,N,N,24.6,6.4,N,N,30.6,8.0,N,N,8.5,3.8,N,N,10.4,4.2,N,N,1.2,1.3,N,N,2195,291,22243,3039,85.7,6.9,25333,2579,8.2,5.9,1848,4031,0.1,0.2,N,N,0.0,1.4,-,**,0.0,1.4,-,**,4.4,4.0,2753,3675,1.5,0.9,15697,15563,6.4,4.2,6011,6282,84.2,7.0,25485,2588,20.9,(X),(X),(X),21.9,(X),(X),(X),14.9,(X),(X),(X)
8600000US14719,14719,ZCTA5 14719,1382,97,55086,4342,72.1,4.2,52623,3967,18.4,3.0,16284,17712,38.0,4.1,15873,1208,9.4,2.8,10047,1727,1.7,1.0,4904,2798,25.0,3.7,20073,3633,970,99,60721,4441,19.3,4.7,38881,5947,30.9,5.3,54298,5738,32.0,5.6,72497,9989,7.4,3.1,56082,16030,7.1,3.2,79968,15865,3.3,1.5,103431,26239,3501,300,22115,1924,98.1,1.1,22287,1968,0.4,0.4,2571,4396,0.4,0.6,N,N,0.0,0.9,-,**,0.0,0.9,-,**,0.2,0.3,N,N,0.8,0.7,11434,5553,4.6,3.1,3992,3460,93.7,3.1,23168,1893,27.1,(X),(X),(X),27.3,(X),(X),(X),20.4,(X),(X),(X)
8600000US14720,14720,ZCTA5 14720,319,77,45961,9377,72.1,14.6,45253,8746,10.0,8.8,8819,3970,26.6,12.2,15120,1333,3.8,5.3,8900,7277,1.3,1.8,575,46,20.1,11.2,19092,6882,96,41,52146,15159,7.3,8.7,N,N,47.9,19.2,N,N,14.6,11.9,N,N,8.3,10.1,N,N,10.4,16.0,N,N,11.5,15.9,N,N,603,177,23799,5681,96.8,4.0,24562,6058,0.0,4.8,-,**,2.3,3.8,N,N,0.3,0.7,N,N,0.0,4.8,-,**,0.0,4.8,-,**,0.5,0.8,-,**,7.1,6.1,31144,11178,89.7,7.2,24039,6387,36.1,(X),(X),(X),28.1,(X),(X),(X),31.4,(X),(X),(X)
8600000US14721,14721,ZCTA5 14721,41,28,32198,13366,58.5,32.5,35283,28154,12.2,17.8,3080,32,26.8,26.6,16536,3061,14.6,17.0,8333,859,0.0,44.5,-,**,26.8,30.8,17145,10106,29,25,33683,20469,27.6,30.2,N,N,0.0,52.9,N,N,62.1,41.7,N,N,0.0,52.9,N,N,10.3,20.5,N,N,0.0,52.9,N,N,78,44,16390,5925,100.0,30.9,16390,5925,0.0,30.9,-,**,0.0,30.9,-,**,0.0,30.9,-,**,0.0,30.9,-,**,0.0,30.9,-,**,0.0,30.9,-,**,7.7,10.3,N,N,92.3,10.3,17756,6879,36.6,(X),(X),(X),51.7,(X),(X),(X),8.8,(X),(X),(X)
8600000US14722,14722,ZCTA5 14722,159,80,85671,22224,31.4,23.0,66978,43798,69.2,26.5,24575,12250,78.0,22.0,32610,8719,15.1,23.1,10233,8,0.0,17.1,-,**,35.8,29.9,24507,11722,106,67,83430,24655,67.9,26.8,N,N,14.2,17.2,N,N,17.9,20.0,N,N,0.0,24.3,N,N,0.0,24.3,N,N,0.0,24.3,N,N,430,162,32892,13802,96.7,5.1,33871,14121,2.3,4.9,N,N,0.0,6.7,-,**,0.9,1.7,N,N,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,2.3,2.4,160,414,94.4,4.7,34701,14546,67.9,(X),(X),(X),75.5,(X),(X),(X),45.3,(X),(X),(X)
8600000US14723,14723,ZCTA5 14723,454,44,55746,4109,80.0,5.2,53112,5392,24.9,4.9,2220,1404,37.0,6.2,17388,1785,6.2,3.8,9650,3579,7.5,3.9,2932,1262,24.4,5.7,17720,4474,297,39,63118,5597,11.4,4.2,37694,6846,34.7,9.5,46983,8872,38.0,9.0,79688,7537,8.4,4.8,40764,17781,7.4,3.8,118250,15087,0.0,9.6,-,**,1149,155,22585,1950,99.2,0.9,22688,1969,0.3,0.5,N,N,0.0,2.6,-,**,0.3,0.4,N,N,0.0,2.6,-,**,0.0,2.6,-,**,0.3,0.4,-,**,0.3,0.4,N,N,98.9,0.9,22670,1981,29.3,(X),(X),(X),33.7,(X),(X),(X),23.5,(X),(X),(X)
8600000US14724,14724,ZCTA5 14724,901,69,65063,7303,76.9,3.6,65001,7474,22.6,4.6,16395,13076,34.3,4.4,17712,1275,3.8,2.3,6944,1678,1.8,1.1,3625,1969,16.4,3.3,20706,4783,599,57,73701,9929,17.5,4.4,50313,26334,33.2,6.1,69618,18692,27.4,5.9,81912,7526,4.7,2.8,51282,17294,11.9,4.5,88325,12258,5.3,2.7,120916,101129,2486,260,23925,3419,98.7,0.7,24025,3481,0.1,0.2,N,N,0.2,0.2,N,N,0.3,0.3,N,N,0.0,1.2,-,**,0.0,1.2,-,**,0.8,0.5,10758,8634,0.2,0.2,N,N,98.6,0.7,23978,3477,30.4,(X),(X),(X),31.2,(X),(X),(X),23.5,(X),(X),(X)
8600000US14726,14726,ZCTA5 14726,583,66,51663,9852,81.1,7.2,50665,11017,14.1,4.2,9760,7336,22.3,5.9,15457,1735,6.3,3.8,10954,2307,1.5,2.5,4533,13,14.1,5.1,20434,7707,463,65,54606,10831,10.4,5.0,30923,13131,43.6,8.0,34497,6575,21.0,6.4,67327,12209,10.2,4.8,42877,14654,8.6,5.3,92520,18766,6.3,5.6,158041,90386,2193,346,13908,2457,98.4,2.5,14111,2526,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,1.6,2.5,1794,1108,1.2,1.2,9827,7645,97.2,2.8,14163,2560,43.2,(X),(X),(X),45.6,(X),(X),(X),36.4,(X),(X),(X)
8600000US14727,14727,ZCTA5 14727,2162,131,64976,6787,74.1,3.4,62837,7592,24.4,3.4,17653,7774,37.2,3.5,16306,1122,6.1,1.9,9981,1339,2.7,1.2,4710,1639,25.7,3.9,20767,5162,1389,105,77089,9823,16.8,3.8,51260,12350,26.0,4.3,84908,35871,40.5,4.7,84829,5670,8.2,2.8,52248,7158,7.2,2.7,95840,20028,1.3,1.2,67517,47075,5161,265,27041,2999,97.1,1.1,27557,3054,0.4,0.4,8625,5511,0.1,0.1,-,**,0.9,0.7,10854,6270,0.0,0.6,-,**,0.3,0.5,12363,4390,1.2,0.7,8853,4086,1.1,0.7,21370,20623,96.3,1.2,27582,3078,27.7,(X),(X),(X),26.3,(X),(X),(X),22.2,(X),(X),(X)
8600000US14728,14728,ZCTA5 14728,344,90,71787,22292,75.0,13.2,70120,25857,17.4,12.2,32738,20057,47.1,13.3,17293,5647,2.6,3.2,7556,2409,0.0,8.3,-,**,27.6,12.3,11135,4396,227,80,84552,31514,17.6,15.8,N,N,42.7,19.2,N,N,26.0,15.0,N,N,9.3,9.2,N,N,4.4,5.8,N,N,0.0,12.4,N,N,801,252,31982,10253,88.1,11.2,34063,11980,0.0,3.7,-,**,0.0,3.7,-,**,8.6,10.7,17517,4147,0.0,3.7,-,**,1.6,2.3,N,N,1.6,2.0,N,N,2.9,4.1,N,N,88.1,11.2,34063,11980,26.7,(X),(X),(X),30.0,(X),(X),(X),15.6,(X),(X),(X)
8600000US14729,14729,ZCTA5 14729,363,42,66278,12855,78.2,6.3,70832,15147,28.1,8.8,6701,4997,28.7,6.9,16167,2508,8.5,3.9,9442,4497,1.9,2.0,1000,725,18.2,5.6,10411,2900,235,34,69531,7838,12.3,5.9,30776,8928,23.0,8.3,52817,15643,37.4,10.0,76314,7529,3.8,3.7,48722,15658,16.2,9.2,85897,15030,7.2,5.3,128053,66744,853,118,28457,5615,98.1,1.7,28395,5611,0.0,3.5,-,**,0.6,0.9,N,N,0.4,0.8,-,**,0.0,3.5,-,**,0.1,0.3,N,N,0.8,1.3,N,N,0.1,0.3,N,N,98.1,1.7,28395,5611,26.4,(X),(X),(X),28.9,(X),(X),(X),20.1,(X),(X),(X)
8600000US14731,14731,ZCTA5 14731,605,96,81655,12539,69.9,5.8,71547,9994,48.4,7.2,25890,11989,46.0,6.4,20633,2051,3.3,3.0,10955,3478,0.2,0.4,-,**,22.3,6.4,27325,6978,387,76,103034,16477,19.4,6.7,62484,16946,27.9,8.9,81472,26507,33.9,10.2,149776,30848,7.2,5.8,71504,4457,8.0,5.2,105477,34735,3.6,3.3,106871,22954,1374,262,35894,5989,98.4,2.2,36478,5991,1.3,2.1,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.3,0.6,N,N,0.0,2.2,-,**,1.3,1.2,6317,7779,97.4,2.2,36774,6082,24.3,(X),(X),(X),28.2,(X),(X),(X),20.3,(X),(X),(X)
8600000US14732,14732,ZCTA5 14732,57,20,53000,8592,84.2,16.0,42844,12194,22.8,17.4,2038,2121,61.4,22.5,19754,4274,0.0,37.7,-,**,5.3,9.3,333,51,19.3,18.1,22173,15703,51,20,51186,9295,5.9,11.0,N,N,58.8,21.3,N,N,5.9,8.0,N,N,15.7,15.7,N,N,5.9,8.7,N,N,7.8,10.6,N,N,135,47,22335,4356,100.0,19.8,22335,4356,0.0,19.8,-,**,0.0,19.8,-,**,0.0,19.8,-,**,0.0,19.8,-,**,0.0,19.8,-,**,0.0,19.8,-,**,1.5,4.6,N,N,98.5,4.6,22671,4234,17.5,(X),(X),(X),19.6,(X),(X),(X),17.3,(X),(X),(X)
8600000US14733,14733,ZCTA5 14733,1776,139,48468,3630,69.4,4.7,53002,4159,23.0,4.5,4818,1949,36.3,5.3,16829,1749,2.8,1.6,5136,1572,1.5,1.0,3304,1260,23.8,5.4,11727,3251,1150,123,52993,4619,25.0,7.8,N,N,28.8,7.5,N,N,32.5,8.2,N,N,5.5,2.8,N,N,7.9,2.9,N,N,0.3,0.5,N,N,4352,362,19929,1399,95.7,2.5,20471,1425,0.5,0.5,N,N,0.0,0.7,-,**,0.6,0.7,4764,3974,0.0,0.7,-,**,0.5,0.7,36652,1587,2.7,2.4,N,N,2.8,1.9,19473,9525,93.4,3.2,20584,1396,25.1,(X),(X),(X),20.2,(X),(X),(X),18.1,(X),(X),(X)
8600000US14735,14735,ZCTA5 14735,1170,90,45664,4296,79.4,4.2,44097,5097,17.9,3.9,5003,1619,29.7,4.6,16288,1371,5.0,2.2,9119,1540,4.4,2.5,1544,1355,20.2,3.9,17742,2885,704,76,52683,6082,14.9,5.0,N,N,34.4,6.2,N,N,33.4,7.7,N,N,7.0,3.7,N,N,9.4,3.2,N,N,1.0,1.1,N,N,2627,246,20045,2008,98.9,0.7,20034,2015,0.2,0.3,N,N,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.2,0.2,N,N,0.7,0.5,21933,12125,0.2,0.2,N,N,98.9,0.7,20034,2015,35.5,(X),(X),(X),34.7,(X),(X),(X),28.8,(X),(X),(X)
